type,features.type,features.geometry.type,features.geometry.coordinates.0,features.geometry.coordinates.1,features.properties.export_mpan_msid,features.properties.import_mpan_msid,features.properties.customer_name,features.properties.customer_site,features.properties.address_line_1,features.properties.address_line_2,features.properties.town_city,features.properties.county,features.properties.postcode,features.properties.country,features.properties.location_x_coordinate_eastings_where_data_is_held,features.properties.location_y_coordinate_northings_where_data_is_held,features.properties.grid_supply_point,features.properties.bulk_supply_point,features.properties.primary,features.properties.point_of_connection_poc_voltage_kv,features.properties.licence_area,features.properties.energy_source_1,features.properties.energy_conversion_technology_1,features.properties.chp_cogeneration_yes_no,features.properties.storage_capacity_1_mwh,features.properties.storage_duration_1_hours,features.properties.energy_source_energy_conversion_technology_1_registered_capacity_mw,features.properties.energy_source_2,features.properties.energy_conversion_technology_2,features.properties.chp_cogeneration_2_yes_no,features.properties.storage_capacity_2_mwh,features.properties.storage_duration_2_hours,features.properties.energy_source_energy_conversion_technology_2_registered_capacity_mw,features.properties.energy_source_3,features.properties.energy_conversion_technology_3,features.properties.chp_cogeneration_3_yes_no,features.properties.storage_capacity_3_mwh,features.properties.storage_duration_3_hours,features.properties.energy_source_energy_conversion_technology_3_registered_capacity_mw,features.properties.flexible_connection_yes_no,features.properties.connection_status,features.properties.already_connected_registered_capacity_mw,features.properties.maximum_export_capacity_mw,features.properties.maximum_export_capacity_mva,features.properties.maximum_import_capacity_mw,features.properties.maximum_import_capacity_mva,features.properties.date_connected,features.properties.accepted_to_connect_registered_capacity_mw,features.properties.change_to_maximum_export_capacity_mw,features.properties.change_to_maximum_export_capacity_mva,features.properties.change_to_maximum_import_capacity_mw,features.properties.change_to_maximum_import_capacity_mva,features.properties.date_accepted,features.properties.target_energisation_date,features.properties.distribution_service_provider_y_n,features.properties.transmission_service_provider_y_n,features.properties.reference,features.properties.in_a_connection_queue_y_n,features.properties.distribution_reinforcement_reference,features.properties.transmission_reinforcement_reference,features.properties.last_updated
"FeatureCollection","Feature","Point",-0.99271711751041636,53.732492533771122,"Data Not Available","Data Not Available","Barlow Solar","Barlow Solar","Land at Cleek Hall & Barlow Lane End Farm","Cliffe-cum-Lund","Selby","North Yorkshire","Y08 8EX","England",466548,426704,"Drax","Barlow Solar","Barlow Solar Direct",132,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2022-04-04 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.40599359795163648,53.679066884154565,"Data Not Available","Data Not Available","Beech Grove Farm","Beech Grove Farm","Land at Beech Grove Farm","Barrow Mere","Barton-Upon-Humber","NORTH LINCOLNSHIRE","DN18 6DD","England",505385,421469,"Keadby","Santon","Beech Grove Farm",33,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",20,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",20,20,21.053,"","","2022-08-03 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.8507685753305485,53.687385066045273,"Data Not Available","Data Not Available","Solar Works Calder Street","Solar Works Calder Street","Solar Works","Calder Street","Halifax","West Yorkshire","HX4 8AQ","England",409953,421225,"Elland","Sowerby Bridge 132/33kV","Salterhebble",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",1.3,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",1.3,1.3,1.368,"","","2022-09-28 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.35847813204392942,53.819599415861411,"Data Not Available","Data Not Available","Kenly 3 Solar","Kenly 3 Solar","Kenley House Farm","Ferry Road","Hull","East Yorkshire","HU7 5XY","England",508162,437174,"Creyke Beck","Kenley House Generation Hub","Kenley House Generation Hub Direct",132,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",30,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",30,30,31.579,"","","2022-09-25 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.24979467820688414,53.558225043013543,"Data Not Available","Data Not Available","West Grimsby Farm","West Grimsby Farm","Off Stone Pit Lane","Keelby","Grimsby","Lincolnshire","DN41 8NB","England",516032,408269,"Grimsby West","West Grimsby Farm","West Grimsby Farm Direct",132,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",150,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",150,150,157.895,"","","2022-03-25 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.43528370047574483,53.569703891309032,"Data Not Available","Data Not Available","Wrawby Solar Farm","Wrawby Solar Farm","Melton Road Farm","Melton Road","Brigg","Lincolnshire","DN20 8ST","England",503718,409260,"Keadby","Santon","Wrawby Solar Farm",33,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",30,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",30,30,31.579,"","","2022-10-27 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.1747635215260837,53.582671462168008,"Data Not Available","Data Not Available","Croft Farm","Croft Farm","Croft Farm","Askern Road","Doncaster","South Yorkshire","DN6 8DE","England",454732,409881,"West Melton / Thorpe Marsh","Doncaster B/Thorpe Marsh","Brodsworth",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",2,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",2,2,2.105,"","","2022-11-02 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.21717722379987964,53.770640412509593,"Data Not Available","Data Not Available","Land at Froghall Farm","Land at Froghall Farm","Land at Froghall Farm","Wyton Road","Preston","East Riding","HU12 8TY","England",517600,431952,"Saltend North","Saltend 132/33kV","Yorkshire Water Hull Road",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",11,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",11,8,8.421,"","","2023-01-13 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-1.14673187526674,53.753372238904852,"Data Not Available","Data Not Available","Fir Tree Solar Farm","Fir Tree Solar Farm","Fir Tree Farm","Fir Tree Farm","Selby","West Riding","YO8 9LF","England",456360,428894,"Ferrybridge A","Ferrybridge A","Fir Tree PV",66,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",42,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",42,42,44.211,"","","2023-01-18 00:00:00","","","","","","","",2023-09-11 00:00:00.000
"FeatureCollection","Feature","Point",-0.307093714125482,53.628834680099544,"Data Not Available","Data Not Available","Sweet Briar Farm","Sweet Briar Farm","Sweet Briar Farm Solar Plant","Land Around Carr Road","Ulceby","NORTH LINCOLNSHIRE","DN39 6TX","England",512050,416032,"Grimsby West","Immingham","Sweet Briar Farm",33,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",30,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",30,30,31.579,"","","2023-05-12 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.6361835483138403,53.639027814898043,"Data Not Available","Data Not Available","Low Farm Wakefield","Low Farm Wakefield","Low Farm","Wakefield Road","Wakefield","West Yorkshire","WF4 4BB","England",424152,415896,"Skelton Grange","Low Farm Wakefield","Low Farm Wakefield Direct",132,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",86,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",86,86,90.526,"","","2021-03-31 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.737833751061319,53.440888012799967,"Data Not Available","Data Not Available","Blyton Solar & BESS","Blyton Solar & BESS","Wharton","Blyton","West Lindsey","Lincolnshire","DN21 3LL","England",483937,394532,"Keadby","Blyton","Blyton Solar & BESS",33,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",35,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",35,35,36.842,"","","2023-06-28 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.254815373721704,53.471153933834273,"Data Not Available","Data Not Available","Frisby Lane Solar Farm","Frisby Lane Solar Farm","Arbour Lane","Hooton Roberts","Rotherham","South Yorkshire","DN12 2AZ","England",449562,397416,"Thurcroft","Thurcroft","Frisby Lane Solar Farm",66,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",30,"","","","","","","","","","","","","Yes","Accepted to Connect",,,,"","","",30,30,31.579,"","","2023-07-26 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.0183934070357654,53.6831340584323,"Data Not Available","Data Not Available","Pollington Solar PV & BESS","Pollington Solar PV & BESS","Pollington Solar Project","West Cowick","Goole","West Yorkshire","DN14 9ED","England",464930,421189,"Drax","Pollington Hybid","Pollington Hybrid Direct",132,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",314.1,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",314.1,190,200,"","","2023-08-25 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-0.21634306108483051,54.087448482557541,"Data Not Available","Data Not Available","Bridlington & District Hospital PV","Bridlington & District Hospital PV","Bridlington & District Hospital","Bessingby Road","Bridlington","East Yorkshire","YO16 4QP","England",516768,467197,"Creyke Beck","Driffield/Beverley Group","Brett Street",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",1.162,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",1.162,0.138,0.145,"","","2022-09-20 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.3982331925184506,53.697966782760993,"Data Not Available","Data Not Available","Sheridan Fabrications PV","Sheridan Fabrications PV","Sheridan Fabrications Ltd","Don Pedro Avenue","Normanton","West Yorkshire","WF6 1TD","England",439829,422560,"Ferrybridge B","Featherstone","Sharlston",11,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",1.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",1.5,0.05,0.053,"","","2022-10-20 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.1761452788692648,53.425181501952849,"Data Not Available","Data Not Available","Maltby Colliery PV","Maltby Colliery PV","Infinite Energy Services Ltd","Off Tickhill Road","Maltby","South Yorkshire","S66 7QW","England",454843,392359,"Thurcroft","Thurcroft","Maltby Colliery",66,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",7.5,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",7.5,10,10.526,"","","2023-09-15 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.5563128666971253,53.5189347356446,"Data Not Available","Data Not Available","Echoing Hills Solar","Echoing Hills Solar","Echoing Hills Solar","Land on the north side of Eastfield Lane","Sheffield","South Yorkshire","S35 7AY","England",429516,402565,"West Melton Section 3","Hunshelf","Echoing Hills Solar",66,"Northern Powergrid (Yorkshire) plc","Solar","Photovoltaic","No","","",49.9,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",49.9,49.9,52.526,"","","2023-09-25 00:00:00","","","","","","","",2023-12-06 00:00:00.000
"FeatureCollection","Feature","Point",-1.3884181091719268,54.60831412501031,"Data Not Available","Data Not Available","Hell Hole & Low Middlefield Farms","Hell Hole & Low Middlefield Farms","Hell Hole Farm","Thorpe Thewles","Stockton-On-Tees","County Durham","TS21 3LH","England",439601,523855,"Norton","Hell Hole Farm","Hell Hole Farm Direct",132,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",80,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",80,80,84.211,"","","2019-11-25 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.4065979491497971,54.804801008354687,"Data Not Available","Data Not Available","Murton Solar Farm","Murton Solar Farm","Murton Solar Farm","Murton Solar Farm","Murton","County Durham","DH6 2TX","England",438242,545709,"Hawthorn Pit Grid","Hawthorn Pit Grid","Murton Solar Farm",66,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",45,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",45,45,47.368,"","","2020-01-15 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3046333040455964,54.697964649283627,"Data Not Available","Data Not Available","Whelley Hill Farm PV & BESS","Whelley Hill Farm PV & BESS","Whelley Hill Farm","Hart","Hartlepool","County Durham","TS27 3BH","England",444914,533881,"Hartmoor","Hartmoor","Whelley Hill PV",66,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",25,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",25,25,26.316,"","","2020-03-27 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7028611897529495,54.418063077729691,"Data Not Available","Data Not Available","Skeeby Solar","Skeeby Solar","Land south of Skeeby Substation","Skeeby","Skeeby Solar","North Yorkshire","DL10 5DP","England",419380,502554,"Norton","Skeeby","Skeeby Solar",33,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",39,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",39,39,41.053,"","","2020-06-09 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5469702332425925,54.3203290243495,"Data Not Available","Data Not Available","West House Hybrid PV % BESS","West House Hybrid PV % BESS","WEST HOUSE FARM","HAM HALL LANE","Northallerton","North Yorkshire","DL7 0RQ","England",429566,491733,"Norton","Leeming Bar","West House PV",33,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",39,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",39,39,41.053,"","","2020-10-06 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7005316960692767,54.83839453228375,"Data Not Available","Data Not Available","Morrow Edge Solar","Morrow Edge Solar","Burnhope PV Solar Park","Morrow Edge Farm","Durham","County Durham","DH7 0DS","England",419332,549327,"Stella South","Annfield","Morrow Edge Solar",66,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",45,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",45,45,47.368,"","","Data Not Available","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.0171965089834405,53.955874875721832,"Data Not Available","Data Not Available","Grimston Bar Vehicle Charging Station / PV-Batt","Grimston Bar Vehicle Charging Station / PV-Batt","Charging Point","Grimston Bar","York","North Yorkshire","YO19 5LA","England",464589,451534,"Osbaldwick","Melrosegate","Melrosegate 33/11kV",11,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",6,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",6,6,6.316,"","","2020-10-29 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7917129077707363,54.6222331719831,"Data Not Available","Data Not Available","Bluestone Farm PV","Bluestone Farm PV","BLUESTONE FARM","LOWLANDS","Bishop Auckland","County Durham","DL13 5AW","England",413547,525252,"Spennymoor GSP","Toronto","Bluestone Farm PV",66,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",42.75,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",42.75,40,42.105,"","","2021-04-06 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.3726714636267909,54.58724911205644,"Data Not Available","Data Not Available","High Meadows 2","High Meadows 2","High Meadows 2","Letch Lane","Stockton-On-Tees","County Durham","TS21 1EE","England",440639,521520,"Norton","Norton 132/11kV","Norton 132/11kV Direct",11,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",8.58,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",8.58,8.58,9.032,"","","2021-04-16 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.5933972083484185,54.334496415290531,"Data Not Available","Data Not Available","Roughley (Hambleton) PV","Roughley (Hambleton) PV","Off A1(M)","Hambleton","Hambleton","North Yorkshire","DL7 9LW","England",426537,493291,"Norton","Leeming Bar","Roughley PV",33,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",36,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",36,24,25.263,"","","2021-09-08 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.429752214075831,54.021266348673905,"Data Not Available","Data Not Available","Hopewell House Hybrid Solar/BESS","Hopewell House Hybrid Solar/BESS","Hopewell House Farm","Hay-A-Park","Knaresborough","North Yorkshire","HG5 0SN","England",437459,458513,"Knaresborough","Hopewell House","Hopewell House Direct",132,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",100.6,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",100.6,99.9,105.158,"","","2021-05-12 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.6055589474024987,54.521099478732957,"Data Not Available","Data Not Available","Broken Scar WTW","Broken Scar WTW","Broken Scar Treatment Works","Coniscliffe Road","Darlington","County Durham","DL3 8TF","England",425630,514050,"Norton","Darlington Central","Darlington 33/11kV",11,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",3.4,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",3.4,3.4,3.579,"","","2021-08-12 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.7028611897529495,54.418063077729691,"Data Not Available","Data Not Available","Skeeby Ph1 Hybrid","Skeeby Ph1 Hybrid","LAND SOUTH OF","NPG SKEEBY SUBSTATION","Richmond","County Durham","DL10 5DP","England",419380,502554,"Norton","Skeeby","Skeeby Solar",33,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",50,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",50,39,41.053,"","","2021-09-01 00:00:00","","","","","","","",2023-11-14 00:00:00.000
"FeatureCollection","Feature","Point",-1.6732797600270477,54.690306793274821,"Data Not Available","Data Not Available","Binchester Solar PV","Binchester Solar PV","Binchester Farm","Binchester Farm","Bishop Auckland","County Durham","DL14 8DQ","England",421159,532856,"Spennymoor GSP","Binchester","Binchester Direct",132,"Northern Powergrid (Northeast) plc","Solar","Photovoltaic","No","","",43.1,"","","","","","","","","","","","","No","Accepted to Connect",,,,"","","",43.1,43.1,45.368,"","","2021-08-09 00:00:00","","","","","","","",2023-11-14 00:00:00.000
